SANGER_MODEL_ID,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Olaparib,Axitinib,AZD7762,SB216763,KU-55933,Afatinib,PLX-4720,NU7441,Doramapimod,Wee1 Inhibitor,Nutlin-3a (-),PD173074,ZM447439,Alisertib,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,Obatoclax Mesylate,5-Fluorouracil,Dasatinib,Paclitaxel,Crizotinib,Rapamycin,Sorafenib,BI-2536,Irinotecan,Oxaliplatin,BMS-536924,GSK1904529A,Tozasertib,PF-4708671,Erlotinib,Niraparib,MK-1775,Dinaciclib,Gemcitabine,Bortezomib,GSK269962A,SB505124,Tamoxifen,Fulvestrant,EPZ004777,Daporinad,BMS-345541,AZ960,Talazoparib,XAV939,Trametinib,Dabrafenib,Temozolomide,Ruxolitinib,Linsitinib,Epirubicin,Cyclophosphamide,Pevonedistat,Sapitinib,Uprosertib,LCL161,Lapatinib,Luminespib,Alpelisib,Taselisib,EPZ5676,SCH772984,IWP-2,Leflunomide,Entinostat,OSI-027,LGK974,VE-822,WZ4003,CZC24832,AZD5582,GSK2606414,PFI3,PCI-34051,Wnt-C59,I-BET-762,RVX-208,OTX015,GSK343,ML323,Entospletinib,PRT062607,Ribociclib,AGI-6780,AZD4547,Ibrutinib,Dactinomycin,Sabutoclax,LY2109761,OF-1,MN-64,Buparlisib,Ulixertinib,Venetoclax,ABT737,Afuresertib,AGI-5198,AZD3759,AZD5363,AZD6738,AZD8186,Osimertinib,Cediranib,Ipatasertib,GDC0810,GSK2578215A,I-BRD9,MIRA-1,NVP-ADW742,P22077,Savolitinib,UMI-77,WIKI4,Sepantronium bromide,MIM1,WEHI-539,Foretinib,BIBR-1532,AMG-319,MK-8776,Vinorelbine,VX-11e,AZ6102,GSK591,VE821,AZD6482,AT13148,BMS-754807,JQ1
SIDM00885,1.24064,0.235893,4.081945,3.324362,-4.6543895,3.531042,3.631228,2.691515,4.136108,4.46089,2.828859,1.531383,5.027237,4.996237,2.114522,5.621832,4.097348,4.091357,4.236263,4.548689,4.424597,1.913961,,5.107099,2.863975,4.28742,1.501885,1.8699,3.028371,2.534668,0.961346,6.877451,4.08714,-4.759723,2.360932,-0.687643,2.294081,2.636376,5.244333,3.286757,4.177553,3.583419,2.723568,4.307152,2.657153,4.111744,1.677484,-4.278836,6.224837,-5.861439,4.007745,,3.57288,4.3483495,5.419712,,2.106861,-0.567657,5.295259,2.467971,2.224069,4.237743,6.795984,3.216758,3.394223,3.36159,4.745389,2.671186,4.5124,5.0658645,4.693227,5.226374,1.813082,4.544423,3.117261,5.117681,5.129827,2.731991,4.455464,2.708007,3.109177,3.50382,4.089903,5.375016,5.372303,2.102031,5.3779,5.37664,5.36909,5.118689,5.368564,5.359489,2.450644,3.8951525,3.883954,5.37156,5.365382,4.114708,5.363345,1.30757,3.753852,-2.9308415,-1.81297,3.579169,1.867286,1.676433,1.715498,3.625821,2.357071,2.635721,3.021917,4.203456,2.715288,3.615287,3.923796,2.962224,1.838929,3.869727,3.469112,4.244449,4.729749,4.449705,4.984464,4.088299,4.050165,0.930695,1.680654,3.294059,-2.644641,3.977007,3.721744,0.283828,4.527652,5.361198,4.68494,-5.635735,3.357521,3.353595,5.332401,5.336525,5.485883,2.004434,,2.157325
SIDM00174,-2.023096,-4.744518,2.860375,1.013162,-6.045395,2.398836,0.375133,1.545471,4.156712,4.401483,,-0.696375,,,1.898598,3.124138,,,2.589493,2.418559,2.489087,,0.990597,,0.883862,1.175878,-3.19187,-1.320715,,-0.864298,0.355926,5.110779,-3.066195,-4.939373,3.371152,-5.265488,1.983822,,4.185712,4.454148,-2.003116,5.671444,,,4.202949,4.769688,-0.399282,-2.189414,-3.571558,-4.842112,,,3.144367,3.290994,5.738337,,4.346293,-0.003154,1.671324,4.333048,-2.038912,4.804286,6.586673,3.322223,0.826888,-0.865413,5.797119,3.026541,2.89463,0.634478,5.507216,2.190857,-3.564818,0.606456,-1.649497,5.367199,1.609482,3.138783,4.529797,3.116013,5.065676,5.416324,4.574438,3.212413,3.977655,2.633206,2.550006,5.469911,3.768575,5.730005,2.851242,4.665944,2.095337,4.523892,4.405167,1.896645,2.200963,,4.472436,0.201451,5.250239,-3.4592995,-0.485426,4.899138,4.104277,3.899114,-0.737503,1.664108,2.326546,2.539723,1.023732,5.560008,3.60949,0.75242,1.14154,0.294556,1.740892,1.679054,1.844573,4.944841,4.705186,3.824184,5.877246,-0.192703,5.480765,2.033905,5.487681,2.89283,-3.392888,4.016849,5.722553,-0.721912,5.212677,4.942843,1.819035,-8.095602,2.589416,2.258608,3.655557,4.078154,,0.596335,,
SIDM00489,-3.523395,-4.568853,2.513385,2.34382,-5.234963,-0.059059,1.639409,0.795859,3.845743,4.548111,,-0.35418,,,-0.566434,5.369605,,,1.158726,5.177722,5.098844,,2.490761,,3.742509,3.81629,-0.61782,1.242601,,0.198296,-0.010814,4.903847,-1.858094,-4.749512,2.473663,-3.832019,1.487413,,1.483091,5.185887,0.83153,4.651302,,,-0.057051,4.564233,-0.021878,-3.176173,-0.903544,-5.322125,,,3.429807,3.543632,5.58399,-5.649008,3.523359,1.939133,4.416856,5.276121,-0.625756,4.584656,6.571034,5.050324,4.687422,-0.840302,5.484778,0.345849,-0.309917,2.7240515,5.212322,0.419477,-2.521331,2.696168,0.035565,5.876293,1.913982,2.852387,4.029874,2.271525,2.620138,2.648827,4.912834,5.901474,5.920815,3.690847,3.4003,5.923629,5.271272,4.073724,2.441482,4.722725,2.188297,3.582661,3.984233,3.690818,4.665739,,3.059932,3.842842,2.754895,-3.489803,-0.25145,5.702643,1.920055,4.997709,0.876939,1.767175,3.285413,0.44211,3.329979,5.429987,0.397879,2.650234,1.096914,3.880436,-0.031981,1.665274,4.787996,5.003742,5.035219,5.045764,5.516176,2.686337,5.562694,3.144589,2.361855,4.238877,-4.339556,4.273675,2.118908,1.650364,5.559195,5.407835,3.598656,-4.28289,1.377098,2.611805,3.259518,1.526229,,2.984539,,
SIDM00190,-0.686061,,,,,,,,,,,,,,4.329257,3.968284,,,,,,,4.373799,,,,,,,-3.860772,0.823884,5.340418,,,5.093465,,,,3.855289,5.759866,,6.343547,,,,4.47249,,-2.789983,,,,,,,6.290784,,3.346427,5.943449,,4.173498,,,,5.270334,3.150408,,,,5.673491,3.266929,6.06806,,-0.018992,3.450159,2.165325,6.660405,0.033412,3.761609,5.640807,2.54384,4.294402,6.150789,5.965074,6.772117,6.144362,6.553801,6.796554,6.769222,5.594409,6.402505,6.185051,5.691462,3.738638,3.118034,5.76313,5.001196,5.95584,,5.580407,,5.929204,-2.27989,-0.652279,5.476123,6.380642,4.719502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDM00953,-1.50767,-4.601296,3.553984,1.561815,-5.704769,3.600704,0.035082,0.708132,3.299934,3.485484,,-1.667947,,,0.858919,4.370142,,,0.709414,4.0753,2.886633,,-0.147491,,1.858004,3.519746,-1.188868,0.818291,,3.981328,0.883666,4.295886,3.072643,-5.261713,1.239002,-0.96712,2.255462,,3.408246,3.4108355,1.977533,2.561935,,,3.094614,3.902598,-0.475771,-3.199104,,-4.407755,,,3.485671,3.325319,5.121533,-6.15042,2.364372,1.898215,3.315841,4.154797,3.002846,5.131834,5.937432,4.698238,1.714796,-1.434284,4.57961,-0.884838,4.623899,2.1731825,4.868217,2.595334,-2.230914,1.842213,1.691483,4.966144,3.667956,2.472101,4.160465,0.445079,,3.941337,2.300046,2.288729,4.41415,0.717457,3.773049,5.096186,3.871558,2.313498,2.983137,4.837411,2.027305,2.7033815,4.149512,2.918628,1.750268,,3.092472,2.918838,3.716165,-3.8014995,-2.010602,4.279841,4.276276,3.357771,0.715234,1.900745,3.147523,0.705077,1.434223,4.949038,2.771316,2.482417,0.619867,3.604523,1.680099,0.921662,2.47415,2.600787,4.958178,3.937559,3.53855,0.481148,2.992303,2.878017,3.232272,4.283694,-6.110644,3.319925,-0.734879,0.217533,5.04934,4.523141,1.077557,-4.233544,1.416936,1.298741,4.137514,2.547736,,4.300735,,
SIDM00951,-4.324437,-6.005586,1.328474,-4.331108,-5.441074,2.065141,2.223324,0.494751,0.419649,3.22493,,-1.995329,,,-0.160644,3.849288,,,0.720325,1.545193,2.594801,,-2.222361,,2.378716,1.235092,-0.982364,1.473283,,1.590489,-0.331027,2.515223,-7.401294,-4.487298,-1.013266,-3.458187,1.688708,,-0.113677,1.3141975,0.754337,3.599385,,,1.701509,1.012263,-0.874722,-4.569444,-4.516841,-5.575245,,,2.698851,2.6496225,3.796137,,1.862994,-0.942742,1.152038,2.852333,0.826471,2.494136,5.428352,2.413287,2.830545,-4.251106,3.414329,-0.441186,0.369838,2.293383,1.352333,3.505171,-4.055615,3.004268,2.511712,4.40164,2.648134,0.773732,3.771899,0.622103,,3.584686,1.593022,2.945641,3.041642,,3.20298,3.202969,1.878707,2.893031,1.664703,2.549482,-0.073442,2.5303615,2.854192,2.91444,0.281595,,3.311306,0.768497,0.493546,-5.992266,-2.369298,4.228305,3.60979,4.220652,-0.026811,1.938777,2.499558,1.522798,2.24674,4.11021,1.163705,2.646881,1.727697,3.075001,0.48904,-0.039564,3.489109,4.173416,4.309087,2.062601,2.308107,1.640213,3.126975,1.07833,1.841839,3.675327,-3.323391,2.617616,2.936581,-0.507068,3.331723,3.324228,0.314011,-6.516241,2.645048,1.496632,4.160007,2.937413,,3.115308,,
SIDM00970,-2.935272,-2.918672,2.823103,1.128326,-1.4187775,0.777623,1.612529,1.159858,3.679276,4.925172,,0.740633,,,-2.768309,4.36296,,,2.024582,6.37678,3.701834,,2.950737,,1.322675,2.884304,-1.145961,1.219931,,0.00611,0.635974,4.743199,3.343177,-1.68351,3.468508,-2.919818,2.633282,,2.176927,3.488021,2.397185,2.589234,,,1.61737,5.111527,1.4452,-3.909229,-4.389689,-5.973406,,,2.595835,2.5030525,5.337194,-5.000327,2.558393,3.748145,5.17594,3.718896,-0.015455,5.596863,6.480273,3.149191,2.084515,-1.788992,5.415851,2.02051,-0.168469,1.5594145,5.758173,-0.800408,-3.192148,3.549904,1.124661,6.067797,0.693407,2.308978,5.11896,2.706687,,2.348631,1.815532,2.528389,5.676604,1.098662,2.730337,5.694351,3.72404,2.820474,3.039056,3.917547,1.742527,3.4721155,3.680553,3.286063,0.222984,,2.818607,3.610524,-0.903292,-4.299108,-0.880013,3.873589,2.739704,2.288296,1.066058,0.9503685,3.112451,1.742165,1.77963,3.538094,1.276144,2.629055,3.053504,3.668444,-1.458407,2.058087,2.475246,4.770761,3.846156,3.095126,5.496669,3.318875,3.895853,3.36281,2.6698,3.245166,-3.541276,3.562332,2.584367,1.917106,3.943416,5.062823,2.931491,-3.201939,1.396659,2.158627,5.335593,3.4318,,3.07702,,
SIDM00188,-2.76317,,,,,,,,,,,,,,2.702329,4.33011,,,,,,,3.689757,,,,,,,2.903828,2.59574,4.422348,,,3.344442,,,,2.803951,4.160615,,5.205581,,,,5.052621,,-1.948281,,,,,,,5.632287,,4.172483,2.087864,,5.457026,,,,5.628528,4.711879,,,,5.145229,4.458569,6.033392,,0.569208,3.269405,2.25507,6.10835,3.345211,3.955693,6.060631,2.977385,,5.039415,3.848454,3.266876,5.44974,2.987649,4.086699,6.379797,5.900409,5.050542,3.115974,5.440001,2.730939,3.675423,4.663869,3.520003,3.045039,,5.096447,,4.712906,-2.436263,0.407419,5.91625,4.633821,5.078533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDM00591,-1.716123,-3.380337,4.033876,2.171967,-6.237228,0.425396,1.180467,1.102029,1.600918,5.53383,,-1.411346,,,-0.415552,2.669972,,,1.502202,4.887631,2.334545,,,,0.699822,2.255838,-3.560151,-0.409656,,1.709205,,4.258035,-0.959474,-4.883709,,-4.028722,2.164284,,2.312757,3.914945,1.590533,2.71791,,,0.481264,,-0.424053,,1.392726,-5.742694,,,1.809921,1.762222,3.527349,-3.696056,,,4.054383,,0.144208,4.485725,,,3.824968,-0.313074,5.471567,0.035948,-0.191316,-1.690756,,0.924767,-3.604818,1.600948,-1.204211,5.526511,1.739049,,,,,4.538964,,,,,,,,,,,,,,,,,,3.490463,,,,,,,0.205403,2.779901,3.659964,0.640643,-1.578452,3.21239,2.17517,-0.657724,-0.015066,3.139869,-0.492839,1.379364,-0.354992,3.261774,2.412121,3.440358,4.878254,1.856392,1.867904,2.929992,0.799715,2.871372,-4.203514,4.948274,3.814087,0.634309,5.428148,4.236075,0.02065,-2.651215,1.834513,2.500859,3.146248,3.637888,,0.975408,,
SIDM00632,-5.302542,-7.235398,0.285294,-1.602533,-6.3675695,2.893488,1.204139,-0.162333,0.768068,1.706056,,-1.173616,,,0.214777,2.989423,,,0.002115,0.003153,1.894439,,-4.019392,,2.66752,1.917898,-3.092232,1.674826,,-4.145299,-2.143984,1.475703,2.525439,-4.943571,-0.072467,-7.38049,1.618458,,-0.484016,0.9639455,2.073753,3.711117,,,2.05541,2.672235,-0.96393,-3.897626,-5.36778,-5.620093,,,2.521608,2.0513365,3.969068,-6.280765,2.018574,-1.349823,0.321061,4.342364,-5.171418,0.670337,2.781925,4.308233,3.910292,-4.056497,4.493222,-2.427923,4.244943,2.2352635,4.38414,1.817233,-4.745327,2.939408,3.045246,4.648353,-1.164884,1.510063,4.142663,0.400778,,3.420637,0.990348,2.238154,4.172987,1.758517,2.485705,4.501931,1.862899,3.49154,2.028985,4.504208,0.931421,2.22256,4.357018,3.255849,1.879262,,3.077169,1.629917,4.496806,-5.825258,-3.001177,3.842229,3.841526,4.48459,-0.709551,-0.7810515,0.669325,1.493049,1.945976,4.331651,1.615184,2.287672,0.718472,3.760633,1.606104,1.35348,3.882242,3.922419,4.337422,2.356655,3.473614,1.879145,2.354397,1.896574,1.862514,3.787104,-3.971383,2.228792,3.589235,0.172083,4.498608,4.343004,1.120981,-5.959806,-1.410111,0.921416,0.654064,0.162955,,0.203902,,
SIDM00230,-4.325704,-4.716121,1.810036,0.098934,-2.3881975,4.063607,,0.418344,4.100516,2.532243,,0.762009,,,0.668784,3.55367,,,0.664787,4.606726,3.763508,,3.709639,,0.835784,3.189583,-2.267255,1.127584,,3.233346,1.038304,4.370309,4.115252,-3.136771,3.315831,,2.676783,,-1.164993,5.1146145,1.54052,3.274787,,,3.236398,2.148126,-0.527358,-0.241447,-1.710328,-4.642708,,,3.143279,4.380553,4.548802,,3.003294,1.321395,-1.154402,4.317157,2.616426,4.540247,6.524281,3.962752,2.476261,-0.002099,5.155865,,4.546325,0.399929,4.040343,2.323526,-2.169965,2.540939,0.700332,5.513814,3.718061,1.270346,4.593654,0.216727,,3.741282,1.941046,3.58893,3.905032,1.922495,2.997674,5.349486,4.273419,4.233185,-0.317104,3.367901,-0.050499,3.349139,3.65831,4.112569,3.192082,,4.021193,4.073308,3.079494,-2.5036525,-0.936409,5.529129,3.695309,4.859238,0.504204,3.490686,-1.452179,-0.469354,-0.218454,5.36068,2.989004,0.28385,1.372391,3.882094,2.611661,2.080895,0.68281,6.004128,4.094122,2.342458,5.738553,1.354785,5.647758,2.36591,2.102622,6.010054,-2.770227,3.018346,1.758589,2.219575,5.602996,5.487263,2.644194,,,,,,,,,
SIDM00606,-1.863815,-3.284497,3.443067,1.735318,-0.8450575,3.199513,2.929766,1.932552,3.561464,4.187827,,0.736994,,,2.35988,3.93803,,,2.402255,4.653945,4.272624,,2.572055,,3.181483,3.454845,-0.662929,1.861592,,-0.029402,0.685019,4.254651,2.999593,-2.618351,3.93993,-0.447258,3.103971,,2.645196,4.6634845,4.077521,3.663948,,,3.621164,4.590887,1.852182,-2.484059,0.170141,-4.550786,,,3.529955,4.496967,4.952653,-2.965443,4.757504,3.583064,5.328115,4.146477,-1.483568,6.002537,7.313143,5.413914,5.357361,-0.547974,5.000838,1.357621,4.855821,0.0601825,5.691092,4.156527,-2.995504,4.251142,2.793519,6.018799,0.843463,2.685218,5.275534,3.048978,,3.287887,4.026545,3.541178,5.4186,3.526001,4.047187,5.507956,4.829556,3.914856,3.781581,5.45432,3.591129,3.773405,4.648832,3.137319,4.604298,,3.298221,4.322597,5.630045,-2.9212265,2.044881,5.386171,3.292786,4.851166,1.748667,1.493592,2.729973,3.21077,0.55015,5.005795,2.847442,1.09203,2.605948,4.632926,2.204898,3.89445,1.373805,4.52883,4.559688,4.820729,6.090891,3.917668,5.827266,3.560781,1.930975,4.694425,-3.21365,4.692123,4.24534,2.892124,5.976201,4.980112,3.698413,-2.374242,1.572108,2.88522,3.037041,4.99845,,4.679245,,
SIDM00182,0.281953,-2.187074,5.459476,4.573749,-2.418249,4.410493,2.247652,3.069757,4.198962,4.828279,,1.854428,,,3.683678,5.077554,,,3.284852,5.685557,5.296264,,1.980731,,2.665957,4.691008,1.0984,1.506655,,3.138335,0.424122,7.787005,4.827424,0.326528,4.076426,-1.10145,2.585321,,5.533351,6.6342535,1.033195,4.142566,,,2.015561,5.531632,0.64848,-3.043977,4.080414,-5.48961,,,3.712386,4.224686,5.727524,,3.615957,5.340672,6.021776,5.033573,1.85717,4.117689,6.326296,4.928319,1.757727,3.679171,5.039071,-0.554236,5.61574,2.9718365,6.193185,4.502398,3.304243,2.900526,0.730211,6.135035,4.021404,3.045584,5.66401,5.40897,,2.747412,4.884272,5.726217,5.645265,4.472862,4.309425,6.137146,5.310771,4.252612,3.706651,4.38305,2.884164,3.7607085,4.14918,3.681224,4.51836,,3.839195,3.418117,6.085662,-2.1438285,1.786289,6.102441,2.53642,3.981187,1.150715,4.177636,1.601056,2.881029,2.992501,5.221025,3.572534,3.454079,2.901672,4.511667,1.725501,4.648981,3.715089,3.911248,4.782863,5.084426,6.669458,2.298968,4.557778,1.017753,4.386894,3.451412,-0.58733,5.528303,4.24799,1.461799,3.082686,4.317963,3.222283,-1.796612,3.337204,3.695095,4.360765,5.860672,,6.130891,,
SIDM00181,-2.797294,-2.707242,2.784723,3.655999,-2.1639845,3.828234,1.675502,2.273429,4.818911,5.731534,,1.40865,,,2.517557,5.202299,,,2.658493,4.954405,3.593967,,2.195984,,4.267282,4.541696,-1.348577,1.68807,,2.554115,0.778951,5.382107,0.68814,-3.752503,3.063939,-1.56459,3.524194,,2.557177,5.567387,2.167351,4.265882,,,4.339938,4.45315,1.016126,-3.448122,-1.028813,-5.075037,,,4.6563,4.041776,5.850189,-3.368056,4.370603,1.554898,3.647486,4.368378,1.959201,5.613909,6.196776,4.769967,4.182752,0.102739,5.808559,3.402433,4.577298,3.6753625,4.824371,5.020909,-2.937068,3.327355,2.129958,6.205634,3.483677,3.378591,5.55646,3.677178,,4.702419,4.952715,3.710658,4.934189,-0.618534,4.422031,5.573333,4.450845,4.904308,3.369257,5.039889,2.301836,4.112145,4.995355,3.44264,2.874948,,4.404371,2.895881,4.644391,-2.8531555,-0.792714,5.842761,5.073463,5.302255,1.715682,2.993291,2.684012,2.412401,3.064376,5.098556,3.6461,2.846499,4.484695,3.607213,3.565367,2.220855,3.44886,5.745348,5.355793,4.01135,6.14662,3.588559,5.733977,3.165894,2.512219,3.374748,-4.053511,3.754483,4.419647,1.139659,5.833598,3.850774,3.224389,-1.178638,4.333521,2.36497,4.639378,5.503429,,1.881676,,
SIDM00180,-4.158674,-3.713975,0.399386,0.086765,-4.3320675,1.785497,0.208863,2.443891,4.126708,3.972491,,-0.098522,,,-0.029853,2.759754,,,2.535034,1.655387,3.248022,,1.048264,,1.231555,2.974843,-2.61345,-0.048881,,2.224461,0.463192,4.644647,-2.002825,-2.66741,2.922953,-3.353144,2.295183,,0.864997,3.5614405,0.593667,3.494081,,,0.633338,4.578204,-0.690714,-1.947907,-2.717886,-4.612214,,,3.402025,4.074817,5.582079,,3.821431,0.608721,0.258077,3.084214,0.777178,3.575573,6.830062,4.471888,4.26902,-2.23862,5.513745,-0.700465,0.487001,1.8376755,5.623724,2.241326,-3.874138,4.222306,0.478718,5.534057,4.27687,3.574309,5.105366,2.52403,,5.159026,3.813732,3.911978,4.632971,5.875159,2.712587,5.517394,5.171622,6.079779,3.3903,4.390513,3.058926,4.5811635,5.184743,5.328826,2.823036,,5.102506,2.547327,1.578951,-3.4827045,0.125876,6.067447,3.458316,3.909702,0.203564,3.6195715,2.201648,0.465687,1.553016,5.669919,0.514685,1.111093,1.553418,1.651117,-0.152954,1.103367,2.310674,5.789997,6.00808,5.916718,6.251034,1.929417,4.011651,2.287541,4.682063,1.623715,-2.349598,4.182915,2.026528,-0.151888,4.92259,4.620124,2.897095,-2.823677,2.333836,0.475236,5.221539,5.992917,,0.648344,,
SIDM00292,-0.861545,-1.578131,5.07844,5.073376,1.860749,5.421723,2.313285,2.037533,5.979648,5.715759,,1.082562,,,2.357297,6.75808,,,3.655433,7.568465,6.976707,,5.222642,,4.869183,6.391485,1.579222,3.83805,,5.881465,2.932649,8.730784,4.707719,1.412724,4.19808,1.654422,3.646403,,4.063963,7.1766015,4.04632,4.812019,,,5.962439,5.197312,1.999795,1.091092,2.208639,-1.103891,,,4.725473,5.3247815,6.159751,-3.612827,5.561564,5.344215,4.660513,6.152259,5.158163,7.11521,7.460198,6.218412,4.765736,1.512007,6.996359,5.488826,7.15205,3.4180305,5.340382,5.099194,2.529465,6.583558,3.488439,7.449587,7.0718,2.540429,6.222226,3.432572,,4.534682,5.044971,6.857058,7.198598,2.150044,5.41136,7.064288,6.659178,4.417616,5.596894,6.744045,5.171448,4.7240885,7.285179,6.317088,5.492629,,4.726091,5.602759,6.860224,-0.737033,0.761782,6.772208,6.061309,6.579202,3.854251,4.0676895,4.785351,2.219622,2.905924,6.059598,3.245157,3.179298,4.635873,6.112504,3.942774,2.874292,4.156721,5.698243,6.886085,5.688661,7.360091,4.988882,6.102913,4.481626,2.439692,4.645046,-4.971561,4.344903,4.996802,2.89661,6.802457,7.198598,3.974756,2.053976,5.889449,5.817399,6.503412,5.209827,,6.405017,,
SIDM01133,0.069875,-2.997475,3.048479,3.604776,-3.885372,3.453907,-0.941135,0.692593,2.332123,3.727625,,0.590143,,,0.941474,3.827987,,,2.735943,3.644601,3.982038,,,,1.746255,2.731675,-1.37192,1.140592,,2.989612,,4.40425,3.397059,-3.967073,,-0.253208,1.555693,,3.287828,4.197094,2.944818,4.259016,,,4.309572,,0.808727,,3.60455,-2.756189,,,2.752735,1.939597,4.64736,-4.926128,,,3.921872,,3.30587,5.316586,5.728307,,3.251939,0.623309,5.150521,4.351596,4.941172,0.879087,,3.264684,-2.586246,2.75184,1.439817,4.973969,2.91963,,,,,3.756093,,,,,,,,,,,,,,,,,,1.682254,,,,,,,1.101498,3.847072,3.09236,0.382298,0.505692,4.522301,2.840751,2.650929,2.807477,3.227316,2.154304,1.31149,1.796046,5.046158,4.380212,1.997161,3.687706,1.172108,1.826458,2.548412,1.492936,5.045504,-5.506173,3.798225,2.291973,-0.170397,3.795322,4.954318,3.576065,-3.291989,3.165269,1.658874,3.259213,4.442305,,5.372446,,
SIDM00367,-4.755328,-5.200419,1.063373,-1.181587,-5.5088585,3.410988,2.224159,0.189633,3.683224,2.065194,,0.32654,,,1.797889,4.483944,,,2.208511,1.778396,0.573969,,-1.494855,,2.664002,1.926245,-2.564361,0.487895,,1.593201,0.055579,2.204712,1.081644,-4.257704,1.151991,-3.560881,2.540436,,0.22252,1.8631285,1.901414,3.8024,,,3.712832,2.135928,0.987091,-3.846581,-3.186402,-5.083932,,,4.016125,3.3832085,5.090272,-7.092083,2.756263,0.320106,2.924801,4.981807,0.567754,3.605857,6.486889,4.275504,3.144147,-3.049141,4.581498,-0.222948,3.925689,2.6732115,4.797958,4.448622,-4.277881,4.764814,1.652931,5.660118,3.210409,2.630649,4.281745,1.96009,,3.662388,3.384769,2.031977,4.7339,1.589987,3.555844,5.440305,3.457488,4.105846,1.333857,3.047134,0.4914,2.935853,4.445582,2.628024,2.941075,,4.453125,-0.728427,3.904583,-4.830874,-0.558656,3.935977,3.224574,4.016062,0.733421,1.8491155,2.996861,3.153941,3.266022,3.511244,2.47562,3.203164,2.178186,4.233391,2.466846,1.056616,3.792729,5.462093,4.698482,3.282757,5.05893,2.292937,3.205787,3.196654,2.650256,3.998053,-5.729775,4.438745,4.394744,0.251227,5.238788,5.227836,3.415953,-4.50002,2.786575,5.11856,4.153301,3.004695,,2.177276,,
SIDM00417,-0.194089,-3.512016,3.042837,1.386961,-4.9904185,4.062601,1.15945,0.907086,3.592009,4.882671,,1.715488,,,2.500642,6.156553,,,2.576421,5.787555,2.596179,,-0.334342,,4.570931,4.200948,-0.116945,2.906905,,-1.44754,3.94533,4.676921,1.989133,-3.875456,3.041847,-1.077809,3.377682,,3.658127,5.5293665,3.415657,3.623354,,,4.423026,5.814879,0.151038,-3.360084,2.726115,-5.388903,,,4.257014,3.59648,5.677452,-0.56546,2.835109,0.854269,4.633343,4.826737,-2.8905,1.482915,6.26284,5.047759,3.975928,-0.525082,5.222837,1.00229,4.885279,4.6382995,5.865267,4.302175,-2.860924,5.511586,3.975673,6.086096,1.041745,2.959337,5.254214,1.271814,,5.183193,2.977689,3.685813,5.021695,1.311333,3.397583,5.838689,5.338426,5.401119,4.547089,5.720913,4.831714,3.671464,4.504175,4.277612,3.715471,,5.866166,4.331431,5.231948,-2.3836545,0.195525,4.821767,4.061128,4.507898,2.410595,2.526536,3.086873,1.64045,4.858438,5.713411,3.565913,5.132184,4.754676,5.245823,2.329328,1.696237,5.651239,4.409136,3.748763,3.726605,4.30583,3.2782,4.230637,3.56358,3.042365,5.136579,-5.661176,5.678766,5.287506,2.511665,5.143382,4.941511,3.046407,-3.251683,3.123214,3.321887,5.565327,4.449829,,3.159847,,
SIDM01229,-2.96192,-4.140349,3.199354,1.73888,-2.9498265,3.862453,1.751561,0.524983,4.251863,3.690414,,-0.030775,,,1.638169,4.77178,,,1.055078,5.489725,5.141574,,0.52273,,3.230405,3.138097,-1.312076,0.674307,,-0.913241,-0.018607,5.91936,2.274351,-3.828588,2.427846,-1.137387,2.294497,,2.169633,5.235937,1.370997,5.542937,,,3.973214,4.5108,0.442431,-1.063342,0.224789,-5.641522,,,5.020156,4.602039,4.97649,,2.535359,3.690804,4.096129,4.662156,-1.746099,5.137288,7.120923,4.52162,1.737631,-0.384876,5.408189,0.31636,4.998972,3.068049,5.430263,2.862798,-2.241602,2.948808,0.935074,4.983727,0.832449,2.163341,5.035243,1.243776,2.441414,4.984733,3.240738,4.540969,5.532912,2.619322,3.837786,5.815574,3.845539,3.259923,3.435586,4.853508,3.161536,4.373849,4.182612,4.221363,4.289439,,4.432714,2.975479,5.967441,-2.8717345,-0.078118,5.573899,4.361306,5.873293,0.938577,1.060026,1.888524,2.111119,4.327843,5.423961,2.716072,4.907948,1.762034,3.183631,1.718903,2.20899,4.732545,5.350926,5.555084,5.656337,3.582861,1.139176,2.834349,2.972137,3.152974,4.344849,-3.546487,5.490997,4.884499,0.778867,3.936536,4.105979,3.969753,-4.153661,1.073054,2.714899,2.819757,4.371044,,3.543196,,
